ticker,etf,holdings_date,name_x,sector,asset_class,market_value,weight,notional_value,shares,cusip,isin,sedol,price,location,exchange,currency,fx_rate,maturity,name_y,employer_url
KAR.1,IWV,2006-09-29,ADESA INC.,-,Equity,326174.55,0.00014057,326175.0,14114.0,00686U104,US00686U1043,B01C1W3,23.11,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NOVL,IWV,2006-09-29,NOVELL,-,Equity,325932.83,0.00014047,325933.0,53257.0,670006105,US6700061053,2650793,6.12,United States,NASDAQ,USD,1.0,-,,
BID,IWV,2006-09-29,SOTHEBYS,-,Equity,323270.48,0.00013932,323270.0,10027.0,835898107,US8358981079,2822406,32.24,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HYSL,IWV,2006-09-29,HYPERION SOLUTIONS CORPORATION,-,Equity,320870.88,0.00013829,320871.0,9306.0,44914M104,US44914M1045,2051738,34.48,United States,NASDAQ,USD,1.0,-,,
PPS,IWV,2006-09-29,POST PROPERTIES INC.,-,Equity,320237.28,0.00013801,320237.0,6739.0,737464107,US7374641071,2705262,47.52,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TIE,IWV,2006-09-29,TITANIUM METALS CORP.,-,Equity,315848.32,0.00013612,315848.0,12494.0,888339207,US8883392073,2340931,25.28,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FLA,IWV,2006-09-29,FLORIDA EAST COAST INDUSTRIES INC.,-,Equity,315538.24,0.00013599,315538.0,5528.0,340632108,US3406321089,2343112,57.08,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NTRI,IWV,2006-09-29,NUTRISYSTEM INC,-,Equity,313941.6,0.0001353,313942.0,5040.0,67069D108,US67069D1081,2620398,62.29,United States,NASDAQ,USD,1.0,-,,
KWKAQ,IWV,2006-09-29,QUICKSILVER RESOURCES INC,-,Equity,313385.6,0.00013506,313386.0,9824.0,74837R104,US74837R1041,2401247,31.9,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
URS,IWV,2006-09-29,URS CORP,-,Equity,312442.26,0.00013466,312442.0,8034.0,903236107,US9032361076,2910550,38.89,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DJ,IWV,2006-09-29,DOW JONES & COMPANY INC.,-,Equity,311720.76,0.00013434,311721.0,9294.0,260561105,US2605611050,2279002,33.54,United States,New York Stock Exchange Inc.,USD,1.0,-,,
KFN,IWV,2006-09-29,KKR FINANCIAL CORP.,-,Equity,309891.12,0.00013356,309891.0,12628.0,482476306,US4824763068,B0C1ZS3,24.54,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BJ,IWV,2006-09-29,BJS WHOLESALE CLUB HOLDINGS INC (P,-,Equity,309774.88,0.00013351,309775.0,10616.0,05548J106,US05548J1060,2039916,29.18,United States,New York Stock Exchange Inc.,USD,1.0,-,,
RYL,IWV,2006-09-29,RYLAND GROUP INC.,-,Equity,309599.65,0.00013343,309600.0,7165.0,783764103,US7837641031,2761101,43.21,United States,New York Stock Exchange Inc.,USD,1.0,-,,
IMCL,IWV,2006-09-29,IMCLONE SYSTEMS INC.,-,Equity,309197.76,0.0001332599999999,309198.0,10918.0,45245W109,US45245W1099,2458113,28.32,United States,NASDAQ,USD,1.0,-,,
NLC,IWV,2006-09-29,NALCO HOLDING,-,Equity,308969.16,0.00013316,308969.0,16683.0,62985Q101,US62985Q1013,B03Q9G3,18.52,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TSFG,IWV,2006-09-29,SOUTH FINANCIAL GRP,-,Equity,306295.01,0.00013201,306295.0,11767.0,837841105,US8378411057,2178734,26.03,United States,NASDAQ,USD,1.0,-,,
FDRY,IWV,2006-09-29,FOUNDRY NETWORKS INC.,-,Equity,300990.35,0.00012972,300990.0,22889.0,35063R100,US35063R1005,2493846,13.15,United States,NASDAQ,USD,1.0,-,,
AZR.1,IWV,2006-09-29,AZTAR CORPORATION,-,Equity,300937.77,0.0001297,300938.0,5677.0,054802103,US0548021031,2067564,53.01,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CTV,IWV,2006-09-29,COMMSCOPE,-,Equity,299453.18,0.00012906,299453.0,9113.0,203372107,US2033721075,2042947,32.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MCRS,IWV,2006-09-29,MICROS SYSTEMS INC,-,Equity,298705.52,0.00012874,298706.0,6106.0,594901100,US5949011002,2588087,48.92,United States,NASDAQ,USD,1.0,-,,
KCG,IWV,2006-09-29,KNIGHT CAPITAL GROUP INC. CL A,-,Equity,298425.4,0.00012861,298425.0,16397.0,499005106,US4990051066,2266275,18.2,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GAS.2,IWV,2006-09-29,NICOR INC,-,Equity,298293.76,0.00012856,298294.0,6976.0,654086107,US6540861076,2639509,42.76,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SHAW,IWV,2006-09-29,SHAW GROUP INC.,-,Equity,298124.04,0.00012848,298124.0,12611.0,820280105,US8202801051,2805485,23.64,United States,New York Stock Exchange Inc.,USD,1.0,-,,
THQI,IWV,2006-09-29,THQ INC.,-,Equity,292604.28,0.00012611,292604.0,10031.0,872443403,US8724434035,2868789,29.17,United States,NASDAQ,USD,1.0,-,,
FRK,IWV,2006-09-29,FLORIDA ROCK IND,-,Equity,291408.89,0.00012559,291409.0,7528.0,341140101,US3411401017,2343468,38.71,United States,New York Stock Exchange Inc.,USD,1.0,-,,
VRX.1,IWV,2006-09-29,VALEANT PHARMACEUTICALS,-,Equity,288352.84,0.00012427,288353.0,14578.0,91911X104,US91911X1046,2453011,19.78,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MNT,IWV,2006-09-29,MENTOR CORP,-,Equity,287374.17,0.00012385,287374.0,5703.0,587188103,US5871881034,2578055,50.39,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ACLI,IWV,2006-09-29,AMERICAN COMMERCIAL LINES INC.,-,Equity,287262.4,0.0001238,287262.0,4832.0,025195207,US0251952075,B064919,59.45,United States,NASDAQ,USD,1.0,-,,
PSYS.,IWV,2006-09-29,PSYCHIATRIC SOLUTIONS INC,-,Equity,283526.53,0.00012219,283527.0,8317.0,74439H108,US74439H1086,2975333,34.09,United States,NASDAQ,USD,1.0,-,,
ADRX,IWV,2006-09-29,ANDRX CORPORATION,-,Equity,283314.71,0.0001221,283315.0,11597.0,034553107,US0345531075,2632939,24.43,United States,NASDAQ,USD,1.0,-,,
AQNT,IWV,2006-09-29,AQUANTIVE,-,Equity,282566.06,0.0001217799999999,282566.0,11963.0,03839G105,US03839G1058,2551926,23.62,United States,NASDAQ,USD,1.0,-,,
NEWCQ,IWV,2006-09-29,NEW CENTURY FINANCIAL CORP.,-,Equity,282167.18,0.00012161,282167.0,7178.0,6435EV108,US6435EV1082,B032YT9,39.31,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
VCLK,IWV,2006-09-29,VALUECLICK INC.,-,Equity,281752.38,0.00012143,281752.0,15197.0,92046N102,US92046N1028,2572110,18.54,United States,NASDAQ,USD,1.0,-,,
HPC,IWV,2006-09-29,HERCULES INC.,-,Equity,281557.58,0.00012134,281558.0,17854.0,427056106,US4270561065,2422442,15.77,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ISE,IWV,2006-09-29,INTERNATIONAL SECURITIES EXCHANGE,-,Equity,280308.42,0.00012081,280308.0,5978.0,46031W204,US46031W2044,B06GQ36,46.89,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WRE,IWV,2006-09-29,WASHINGTON REAL ESTATE INVESTMENT,-,Equity,279714.4,0.00012055,279714.0,7028.0,939653101,US9396531017,2942304,39.8,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TRBS,IWV,2006-09-29,TEXAS REGIONAL BANCSHARES INC.,-,Equity,277224.56,0.00011948,277225.0,7210.0,882673106,US8826731064,2879758,38.45,United States,NASDAQ,USD,1.0,-,,
GLYT,IWV,2006-09-29,GENLYTE GROUP,-,Equity,277181.6,0.00011946,277182.0,3893.0,372302109,US3723021099,2366982,71.2,United States,NASDAQ,USD,1.0,-,,
MRX,IWV,2006-09-29,MEDICIS PHARMACEUTICAL CORP.,-,Equity,276592.5,0.0001192,276593.0,8550.0,584690309,US5846903095,2576510,32.35,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ADCT,IWV,2006-09-29,ADC TELECOMMUNICATIONS,-,Equity,275895.1,0.0001188999999999,275895.0,18393.0,000886309,US0008863096,B08G9Z7,15.0,United States,NASDAQ,USD,1.0,-,,
CHRS,IWV,2006-09-29,CHARMING SHOPPES,-,Equity,274533.0,0.00011832,274533.0,19225.0,161133103,US1611331034,2187741,14.28,United States,NASDAQ,USD,1.0,-,,
OS,IWV,2006-09-29,OREGON STEEL MILLS INC.,-,Equity,274160.7,0.00011816,274161.0,5610.0,686079104,US6860791044,2662163,48.87,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DRS,IWV,2006-09-29,DRS TECHNOLOGIES,-,Equity,273155.85,0.0001177199999999,273156.0,6255.0,23330X100,US23330X1000,2258584,43.67,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FSTO,IWV,2006-09-29,FOREST OIL CORP,-,Equity,272305.81,0.00011736,272306.0,8620.0,346091705,US3460917053,2712121,31.59,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
GDI,IWV,2006-09-29,GARDNER DENVER INC.,-,Equity,272182.24,0.0001173,272182.0,8228.0,365558105,US3655581052,2374178,33.08,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WW,IWV,2006-09-29,WATSON WYATT & CO HLDGS,-,Equity,271995.24,0.0001172199999999,271995.0,6647.0,942712100,US9427121002,2648259,40.92,United States,New York Stock Exchange Inc.,USD,1.0,-,,
COMS,IWV,2006-09-29,3COM CORP,-,Equity,271170.9,0.00011687,271171.0,61490.0,885535104,US8855351040,2890005,4.41,United States,NASDAQ,USD,1.0,-,,
CWTR,IWV,2006-09-29,COLDWATER CREEK INC.,-,Equity,270113.93,0.00011641,270114.0,9392.0,193068103,US1930681036,2230526,28.76,United States,NASDAQ,USD,1.0,-,,
AH.Z,IWV,2006-09-29,ARMOR HOLDINGS,-,Equity,270024.3,0.00011637,270024.0,4710.0,042260109,US0422601098,2024882,57.33,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CEI,IWV,2006-09-29,CRESCENT REAL ESTATE EQUITY,-,Equity,269811.51,0.0001162799999999,269812.0,12371.0,225756105,US2257561058,2200110,21.81,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MEE,IWV,2006-09-29,MASSEY ENERGY CO.,-,Equity,269623.44,0.0001162,269623.0,12876.0,576206106,US5762061068,2343662,20.94,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WNG,IWV,2006-09-29,WASHINGTON GROUP INTERNATIONAL,-,Equity,267930.72,0.00011547,267931.0,4552.0,938862208,US9388622089,2843151,58.86,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CYMI,IWV,2006-09-29,CYMER INC.,-,Equity,267719.27,0.00011538,267719.0,6097.0,232572107,US2325721072,2192284,43.91,United States,NASDAQ,USD,1.0,-,,
DSG,IWV,2006-09-29,DICKS SPORTING INC,-,Equity,261694.48,0.00011278,261694.0,5749.0,253393102,US2533931026,B012LH8,45.52,United States,Boerse Berlin,USD,1.0,-,,
RT,IWV,2006-09-29,RUBY TUESDAY INC,-,Equity,261321.3,0.0001126199999999,261321.0,9270.0,781182100,US7811821005,2757616,28.19,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PETC,IWV,2006-09-29,PETCO ANIMAL SUPPLIES STORES INC.,-,Equity,260881.76,0.0001124299999999,260882.0,9109.0,716016209,US7160162092,2847391,28.64,United States,NASDAQ,USD,1.0,-,,
PSS,IWV,2006-09-29,COLLECTIVE BRANDS INC.,-,Equity,260279.7,0.0001121699999999,260280.0,10453.0,19421W100,US19421W1009,2685966,24.9,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DFG,IWV,2006-09-29,DELPHI FINANCIAL GROUP INC. CL A,-,Equity,259499.16,0.00011184,259499.0,6507.0,247131105,US2471311058,2261957,39.88,United States,New York Stock Exchange Inc.,USD,1.0,-,,
KYPH,IWV,2006-09-29,KYPHON INC,-,Equity,259470.28,0.00011183,259470.0,6934.0,501577100,US5015771000,2855510,37.42,United States,NASDAQ,USD,1.0,-,,
UCBHQ,IWV,2006-09-29,UCBH HOLDINGS INC.,-,Equity,259158.78,0.00011169,259159.0,14843.0,90262T308,US90262T3086,2524382,17.46,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
OCAS,IWV,2006-09-29,OHIO CASUALTY,-,Equity,258518.91,0.00011142,258519.0,9993.0,677240103,US6772401039,2657813,25.87,United States,NASDAQ,USD,1.0,-,,
HTR,IWV,2006-09-29,HUNTSMAN CORP,-,Equity,257766.6,0.00011109,257767.0,14163.0,447011107,US4470111075,B0660V2,18.2,United States,Boerse Berlin,USD,1.0,-,,
ICOS,IWV,2006-09-29,ICOS CORPORATION,-,Equity,257040.42,0.0001107799999999,257040.0,10257.0,449295104,US4492951045,2456021,25.06,United States,NASDAQ,USD,1.0,-,,
CGI.1,IWV,2006-09-29,COMMERCE GROUP,-,Equity,256566.9,0.00011057,256567.0,8538.0,200641108,US2006411084,2210818,30.05,United States,New York Stock Exchange Inc.,USD,1.0,-,,
WEBX,IWV,2006-09-29,WEBEX COMMS,-,Equity,256478.46,0.00011054,256478.0,6573.0,94767L109,US94767L1098,2614595,39.02,United States,NASDAQ,USD,1.0,-,,
TRH,IWV,2006-09-29,TRANSATLANTIC HOLDINGS,-,Equity,254688.59,0.0001097599999999,254689.0,4216.0,893521104,US8935211040,2900614,60.41,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FNFG,IWV,2006-09-29,FIRST NIAGARA FINANCIAL GROUP INC,-,Equity,254566.78,0.00010971,254567.0,17460.0,33582V108,US33582V1089,2421171,14.58,United States,NASDAQ,USD,1.0,-,,
ILA,IWV,2006-09-29,AQUILA INC,-,Equity,254287.92,0.00010959,254288.0,58727.0,03840P102,US03840P1021,2596604,4.33,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NTY,IWV,2006-09-29,NBTY  INC,-,Equity,253624.55,0.00010931,253625.0,8665.0,628782104,US6287821044,2627827,29.27,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NAL,IWV,2006-09-29,NEWALLIANCE BANCSHARES INC.,-,Equity,253430.35,0.0001092199999999,253430.0,17299.0,650203102,US6502031023,2263771,14.65,United States,New York Stock Exchange Inc.,USD,1.0,-,,
UCO.1,IWV,2006-09-29,UNIVERSAL COMPRESSION HLDGS COM,-,Equity,253246.1,0.00010914,253246.0,4738.0,913431102,US9134311029,2591869,53.45,United States,New York Stock Exchange Inc.,USD,1.0,-,,
THX,IWV,2006-09-29,HOUSTON EXPL CO,-,Equity,252256.1,0.00010872,252256.0,4574.0,442120101,US4421201017,2436562,55.15,United States,New York Stock Exchange Inc.,USD,1.0,-,,
APPB,IWV,2006-09-29,APPLEBEES INTL,-,Equity,250935.67,0.00010815,250936.0,11666.0,037899101,US0378991014,2046091,21.51,United States,NASDAQ,USD,1.0,-,,
AROPQ,IWV,2006-09-29,AEROPOSTALE INC,-,Equity,250296.49,0.00010787,250296.0,8563.0,007865108,US0078651082,2872092,29.23,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
ARS.3,IWV,2006-09-29,ALERIS INTERNATIONAL INC.,-,Equity,248960.04,0.0001073,248960.0,4926.0,014477103,US0144771039,2458027,50.54,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PNX,IWV,2006-09-29,PHOENIX COS. INC.,-,Equity,247618.0,0.00010672,247618.0,17687.0,71902E109,US71902E1091,2763453,14.0,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CHAP,IWV,2006-09-29,CHAPARRAL STEEL,-,Equity,246390.04,0.00010619,246390.0,7234.0,159423102,US1594231029,B0F71Q8,34.06,United States,NASDAQ,USD,1.0,-,,
PGL,IWV,2006-09-29,PEOPLES ENERGY CORPORATION,-,Equity,245282.1,0.00010571,245282.0,6034.0,711030106,US7110301063,2681403,40.65,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MPS,IWV,2006-09-29,MPS GROUP,-,Equity,244933.1,0.00010556,244933.0,16210.0,553409103,US5534091039,2004936,15.11,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MPG,IWV,2006-09-29,MPG OFFICE TRUST REIT INC,-,Equity,242443.74,0.00010449,242444.0,5951.0,553274101,US5532741015,2086848,40.74,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HRH,IWV,2006-09-29,HILB ROGAL & HOBBS,-,Equity,242294.65,0.0001044199999999,242295.0,5681.0,431294107,US4312941077,2425504,42.65,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DQE,IWV,2006-09-29,DUQUESNE LIGHT COMPANY,-,Equity,241975.28,0.00010429,241975.0,12308.0,266233105,US2662331055,2283672,19.66,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AHMIQ,IWV,2006-09-29,AMERICAN HOME MORTGAGE INVESTMENT,-,Equity,241335.27,0.00010401,241335.0,6921.0,02660R107,US02660R1077,2209634,34.87,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
NFP,IWV,2006-09-29,NATIONAL FINANCIAL PARTNERS CORP.,-,Equity,241133.31,0.00010392,241133.0,5877.0,63607P208,US63607P2083,2772921,41.03,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ELX,IWV,2006-09-29,EMULEX CORP,-,Equity,240752.5,0.00010376,240753.0,13250.0,292475209,US2924752098,2314420,18.17,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AGP,IWV,2006-09-29,AMERIGROUP CORP.,-,Equity,239798.25,0.00010335,239798.0,8115.0,03073T102,US03073T1025,2593683,29.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BLUD,IWV,2006-09-29,IMMUCOR INC,-,Equity,238845.78,0.0001029399999999,238846.0,10658.0,452526106,US4525261065,2457875,22.41,United States,NASDAQ,USD,1.0,-,,
HGSI,IWV,2006-09-29,HUMAN GENOME SCIENCES INC.,-,Equity,238254.84,0.00010268,238255.0,20646.0,444903108,US4449031081,2429766,11.54,United States,NASDAQ,USD,1.0,-,,
MYOG,IWV,2006-09-29,MYOGEN INC.,-,Equity,234018.68,0.0001008599999999,234019.0,6671.0,62856E104,US62856E1047,2041609,35.08,United States,NASDAQ,USD,1.0,-,,
LSS,IWV,2006-09-29,LONE STAR TECH,-,Equity,233917.3,0.0001008099999999,233917.0,4835.0,542312103,US5423121038,2532501,48.38,United States,New York Stock Exchange Inc.,USD,1.0,-,,
IKN,IWV,2006-09-29,IKON OFFICE SOLUTIONS INC.,-,Equity,232041.6,0.0001,232042.0,17265.0,451713101,US4517131011,2013523,13.44,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HK.1,IWV,2006-09-29,PETROHAWK ENERGY CORP,-,Equity,231992.98,9.998e-05,231993.0,22350.0,716495106,US7164951060,B018SL9,10.38,United States,New York Stock Exchange Inc.,USD,1.0,-,,
FCL.2,IWV,2006-09-29,FOUNDATION COAL HOLDINGS,-,Equity,231736.83,9.987e-05,231737.0,7159.0,35039W100,US35039W1009,B04QP20,32.37,United States,New York Stock Exchange Inc.,USD,1.0,-,,
HHS,IWV,2006-09-29,HARTE HANKS INC,-,Equity,231616.5,9.982e-05,231617.0,8790.0,416196202,US4161962026,2410812,26.35,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ZNT,IWV,2006-09-29,ZENITH NATIONAL INSURANCE CORP,-,Equity,231601.39,9.981e-05,231601.0,5806.0,989390109,US9893901093,2989527,39.89,United States,New York Stock Exchange Inc.,USD,1.0,-,,
ANDW,IWV,2006-09-29,ANDREW CORP.,-,Equity,231506.86,9.977e-05,231507.0,25082.0,034425108,US0344251089,2032670,9.23,United States,NASDAQ,USD,1.0,-,,
ESND,IWV,2006-09-29,ESSENDANT INC,-,Equity,230689.6,9.942e-05,230690.0,4960.0,913004107,US9130041075,2923815,46.51,United States,NASDAQ,USD,1.0,-,,
FILE,IWV,2006-09-29,FILENET CORPORATION,-,Equity,230574.6,9.937e-05,230575.0,6620.0,316869106,US3168691067,2341752,34.83,United States,NASDAQ,USD,1.0,-,,
BRGP,IWV,2006-09-29,BEARINGPOINT INC.,-,Equity,229912.86,9.909e-05,229913.0,29251.0,074002106,US0740021060,-,7.86,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
LDG,IWV,2006-09-29,LONGS DRUG STORES CORP.,-,Equity,229911.97,9.909e-05,229912.0,4997.0,543162101,US5431621011,2533924,46.01,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AFFX,IWV,2006-09-29,AFFYMETRIX INC.,-,Equity,228579.12,9.851e-05,228579.0,10602.0,00826T108,US00826T1088,2034988,21.56,United States,NASDAQ,USD,1.0,-,,
BEE,IWV,2006-09-29,STRATEGIC HOTELS AND RESORTS REIT,-,Equity,228520.6,9.849e-05,228521.0,11495.0,86272T106,US86272T1060,2438654,19.88,United States,New York Stock Exchange Inc.,USD,1.0,-,,
NSS,IWV,2006-09-29,NS GROUP INC.,-,Equity,227926.05,9.823e-05,227926.0,3531.0,628916108,US6289161084,2618898,64.55,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TWTC,IWV,2006-09-29,TW TELECOM INC CLASS A,-,Equity,227378.61,9.799e-05,227379.0,11961.0,87311L104,US87311L1044,2414212,19.01,United States,NASDAQ,USD,1.0,-,,
ENERQ,IWV,2006-09-29,ENERGY CONVERSION DEVICES INC,-,Equity,227166.32,9.79e-05,227166.0,6133.0,292659109,US2926591098,2315467,37.04,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
AFR,IWV,2006-09-29,AMERICAN FINANCIAL REALTY TRUST,-,Equity,227128.32,9.789e-05,227128.0,20352.0,02607P305,US02607P3055,2838920,11.16,United States,New York Stock Exchange Inc.,USD,1.0,-,,
DLP,IWV,2006-09-29,DELTA & PINE LAND,-,Equity,226273.5,9.752e-05,226274.0,5587.0,247357106,US2473571063,2259264,40.5,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TBL,IWV,2006-09-29,TIMBERLAND CO,-,Equity,226132.2,9.746e-05,226132.0,7860.0,887100105,US8871001058,2892380,28.77,United States,New York Stock Exchange Inc.,USD,1.0,-,,
BLC,IWV,2006-09-29,BELO CORP. SERIES A,-,Equity,225640.32,9.725e-05,225640.0,14272.0,080555105,US0805551050,2090775,15.81,United States,New York Stock Exchange Inc.,USD,1.0,-,,
CNET.,IWV,2006-09-29,CNET NETWORKS,-,Equity,225609.0,9.723e-05,225609.0,23550.0,12613R104,US12613R1041,2204833,9.58,United States,NASDAQ,USD,1.0,-,,
CNL,IWV,2006-09-29,CLECO CORP.,-,Equity,224585.52,9.679e-05,224586.0,8898.0,12561W105,US12561W1053,2182445,25.24,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GBBK,IWV,2006-09-29,GREATER BAY BANCORP,-,Equity,223141.1,9.617e-05,223141.0,7910.0,391648102,US3916481027,2231057,28.21,United States,NASDAQ,USD,1.0,-,,
VARI,IWV,2006-09-29,VARIAN INC,-,Equity,222652.98,9.596e-05,222653.0,4854.0,922206107,US9222061072,2397108,45.87,United States,NASDAQ,USD,1.0,-,,
LTM,IWV,2006-09-29,LIFE TIME FITNESS INC.,-,Equity,221034.75,9.526e-05,221035.0,4775.0,53217R207,US53217R2076,B01R1Z1,46.29,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GYMB,IWV,2006-09-29,GYMBOREE CORP,-,Equity,220601.4,9.507e-05,220601.0,5230.0,403777105,US4037771056,2398101,42.18,United States,NASDAQ,USD,1.0,-,,
DWNFQ,IWV,2006-09-29,DOWNEY FINANCIAL CORP.,-,Equity,219515.46,9.461e-05,219515.0,3299.0,261018105,US2610181057,2254162,66.54,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
Y,IWV,2006-09-29,ALLEGHANY  CORP,-,Equity,219358.57,9.454e-05,219359.0,759.0,017175100,US0171751003,2016801,289.01,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MAFB,IWV,2006-09-29,MAF BANCORP,-,Equity,218341.51,9.41e-05,218342.0,5288.0,55261R108,US55261R1086,2575971,41.29,United States,NASDAQ,USD,1.0,-,,
KCI,IWV,2006-09-29,KINETIC CONCEPTS INC.,-,Equity,216665.02,9.338e-05,216665.0,6887.0,49460W208,US49460W2089,2384553,31.46,United States,New York Stock Exchange Inc.,USD,1.0,-,,
GLBL,IWV,2006-09-29,GLOBAL INDUSTRIES LTD.,-,Equity,215801.64,9.301e-05,215802.0,13869.0,379336100,US3793361003,2374156,15.56,United States,NASDAQ,USD,1.0,-,,
DHC,IWV,2006-09-29,DIVERSIFIED HEALTHCARE TRUST,-,Equity,214338.96,9.238e-05,214339.0,10044.0,81721M109,US81721M1099,2501631,21.34,United States,NASDAQ,USD,1.0,-,,
LFB,IWV,2006-09-29,LONGVIEW FIBRE COMPANY,-,Equity,212140.8,9.143e-05,212141.0,10440.0,543213102,US5432131028,2534046,20.32,United States,New York Stock Exchange Inc.,USD,1.0,-,,
PSSI,IWV,2006-09-29,PSS WORLD MEDICAL INC.,-,Equity,212133.88,9.142e-05,212134.0,10612.0,69366A100,US69366A1007,2694296,19.99,United States,NASDAQ,USD,1.0,-,,
PNK,IWV,2006-09-29,PINNACLE ENTERTAINMENT INC,-,Equity,211715.48,9.124e-05,211715.0,7529.0,723456109,US7234561097,2432225,28.12,United States,NASDAQ,USD,1.0,-,,
ME,IWV,2006-09-29,MARINER ENERGY,-,Equity,211310.11,9.107e-05,211310.0,11503.0,56845T305,US56845T3059,B0Z10R4,18.37,United States,New York Stock Exchange Inc.,USD,1.0,-,,
MOGN,IWV,2006-09-29,MGI PHARMA INC,-,Equity,211132.28,9.099e-05,211132.0,12268.0,552880106,US5528801062,2598934,17.21,United States,NASDAQ,USD,1.0,-,,
CHZ,IWV,2006-09-29,CHITTENDEN CORP,-,Equity,210842.83,9.087e-05,210843.0,7349.0,170228100,US1702281007,2194815,28.69,United States,New York Stock Exchange Inc.,USD,1.0,-,,
AVCT,IWV,2006-09-29,AVOCENT CORP,-,Equity,210568.92,9.075e-05,210569.0,6991.0,053893103,US0538931033,2607562,30.12,United States,NASDAQ,USD,1.0,-,,
BUCY,IWV,2006-09-29,BUCYRUS INTERNATIONAL,-,Equity,210148.68,9.057e-05,210149.0,4954.0,118759109,US1187591094,B018TZ0,42.42,United States,NASDAQ,USD,1.0,-,,
PALM,IWV,2006-09-29,PALM INC.,-,Equity,209649.44,9.035e-05,209649.0,14399.0,696643105,US6966431057,2026145,14.56,United States,NASDAQ,USD,1.0,-,,
PAS,IWV,2006-09-29,PEPSIAMERICAS INC,-,Equity,209174.68,9.015e-05,209175.0,9802.0,71343P200,US71343P2002,2452568,21.34,United States,New York Stock Exchange Inc.,USD,1.0,-,,
TRIDQ,IWV,2006-09-29,TRIDENT MICROSYSTEMS INC,-,Equity,208688.72,8.994e-05,208689.0,8972.0,895919108,US8959191086,2907143,23.26,United States,Non-Nms Quotation Service (Nnqs),USD,1.0,-,,
ZLC,IWV,2006-09-29,ZALE CORP.,-,Equity,208604.8,8.99e-05,208605.0,7520.0,988858106,US9888581066,2988900,27.74,United States,New York Stock Exchange Inc.,USD,1.0,-,,
SRZ,IWV,2006-09-29,SUNRISE SENIOR LIVING INC.,-,Equity,208522.47,8.987e-05,208522.0,6981.0,86768K106,US86768K1060,2833293,29.87,United States,New York Stock Exchange Inc.,USD,1.0,-,,
